Timestamp,Emotion,Confidence
00-00-37.378,angry,"{'angry': 90.94656372070312, 'disgust': 0.00028367951745167375, 'fear': 2.905864715576172, 'happy': 0.010699937120079994, 'sad': 6.120516300201416, 'surprise': 6.462436431320384e-05, 'neutral': 0.01600690744817257}"
00-00-37.712,angry,"{'angry': 99.9716796875, 'disgust': 1.521359535745781e-13, 'fear': 0.02809165231883526, 'happy': 9.855845206629965e-08, 'sad': 0.00022519893536809832, 'surprise': 1.6417948295890478e-16, 'neutral': 1.7493735626761264e-11}"
00-00-38.046,angry,"{'angry': 95.52294158935547, 'disgust': 1.2948153482739144e-07, 'fear': 3.0435328483581543, 'happy': 5.341976066119969e-05, 'sad': 1.4334591627120972, 'surprise': 1.2726897443901541e-12, 'neutral': 1.1861479833896738e-05}"
00-00-38.379,angry,"{'angry': 99.89082336425781, 'disgust': 9.804584806261119e-07, 'fear': 0.08971364051103592, 'happy': 0.00012814166257157922, 'sad': 0.019345970824360847, 'surprise': 1.1756393081263639e-10, 'neutral': 4.4539834220813646e-07}"
00-00-38.713,angry,"{'angry': 97.7264633178711, 'disgust': 4.0365288441535085e-05, 'fear': 2.1552088260650635, 'happy': 0.022952614352107048, 'sad': 0.0953122079372406, 'surprise': 3.837213625956792e-06, 'neutral': 1.075321688404074e-05}"
00-00-39.047,angry,"{'angry': 99.96452331542969, 'disgust': 1.087602683469413e-07, 'fear': 0.030951781198382378, 'happy': 0.0001030104176606983, 'sad': 0.004423183389008045, 'surprise': 1.8765235199058594e-10, 'neutral': 3.4609857380019093e-07}"
00-00-39.381,neutral,"{'angry': 0.0002685071376617998, 'disgust': 6.274517017068604e-10, 'fear': 0.2053479254245758, 'happy': 3.010870933532715, 'sad': 37.239898681640625, 'surprise': 0.0010076832259073853, 'neutral': 59.54261016845703}"
00-00-39.714,neutral,"{'angry': 0.006478792056441307, 'disgust': 4.638787231669994e-06, 'fear': 7.717652797698975, 'happy': 0.11056164652109146, 'sad': 0.652111828327179, 'surprise': 4.021822929382324, 'neutral': 87.49137115478516}"
00-00-40.048,neutral,"{'angry': 0.004587812349200249, 'disgust': 6.1446971812983975e-06, 'fear': 38.25254821777344, 'happy': 0.06289692968130112, 'sad': 0.42260733246803284, 'surprise': 13.799050331115723, 'neutral': 47.45830535888672}"
00-00-40.382,fear,"{'angry': 0.02428104169666767, 'disgust': 5.135834726388566e-06, 'fear': 44.6945686340332, 'happy': 0.37650883197784424, 'sad': 1.8369941711425781, 'surprise': 8.798218727111816, 'neutral': 44.26942825317383}"
00-00-40.715,surprise,"{'angry': 0.15242157876491547, 'disgust': 0.00021062437735963613, 'fear': 44.420616149902344, 'happy': 2.5720527172088623, 'sad': 0.3579927980899811, 'surprise': 50.708229064941406, 'neutral': 1.7884804010391235}"
00-00-41.049,fear,"{'angry': 0.5513944625854492, 'disgust': 0.0001564181875437498, 'fear': 50.1839485168457, 'happy': 4.932294845581055, 'sad': 0.6567921042442322, 'surprise': 40.85443115234375, 'neutral': 2.8209755420684814}"
00-00-41.383,fear,"{'angry': 12.156726837158203, 'disgust': 0.9303988814353943, 'fear': 39.1879768371582, 'happy': 13.179545402526855, 'sad': 13.837530136108398, 'surprise': 8.073087692260742, 'neutral': 12.63473892211914}"
00-00-41.717,happy,"{'angry': 44.78336715698242, 'disgust': 0.010210447944700718, 'fear': 3.776047706604004, 'happy': 50.173099517822266, 'sad': 1.1675840616226196, 'surprise': 1.3787115676677786e-05, 'neutral': 0.08968017995357513}"
00-00-42.050,angry,"{'angry': 97.06562805175781, 'disgust': 5.698777360381088e-14, 'fear': 8.458635420538485e-05, 'happy': 0.008268485777080059, 'sad': 0.18909260630607605, 'surprise': 2.379021992737762e-07, 'neutral': 2.736931562423706}"
00-00-42.384,angry,"{'angry': 98.30047607421875, 'disgust': 2.1094854218972614e-07, 'fear': 0.14316952228546143, 'happy': 0.06190330535173416, 'sad': 0.5193882584571838, 'surprise': 8.690412505529821e-05, 'neutral': 0.974959671497345}"
00-00-42.718,angry,"{'angry': 99.98868560791016, 'disgust': 1.4494855836433285e-11, 'fear': 4.0893333789426833e-05, 'happy': 0.011258916929364204, 'sad': 1.0670940355339553e-05, 'surprise': 1.0657266784619424e-06, 'neutral': 1.4427611461087508e-07}"
00-00-43.052,angry,"{'angry': 99.6424560546875, 'disgust': 3.341559320912957e-11, 'fear': 4.605924186762422e-05, 'happy': 0.318363755941391, 'sad': 0.03906974941492081, 'surprise': 1.0816268714020083e-10, 'neutral': 5.428051736089401e-05}"
00-00-43.385,angry,"{'angry': 95.59805297851562, 'disgust': 1.6233607791349414e-09, 'fear': 0.011914229020476341, 'happy': 3.9052064418792725, 'sad': 0.48454105854034424, 'surprise': 6.883005276847598e-10, 'neutral': 0.0002831849851645529}"
00-00-43.719,angry,"{'angry': 99.96558380126953, 'disgust': 4.848155867875903e-07, 'fear': 0.0021309040021151304, 'happy': 7.481996362912469e-06, 'sad': 0.032233115285634995, 'surprise': 3.782176634103962e-07, 'neutral': 4.6065470087341964e-05}"
00-00-44.053,angry,"{'angry': 99.98479461669922, 'disgust': 2.0858230698195257e-09, 'fear': 0.002896064193919301, 'happy': 8.666798834155998e-08, 'sad': 0.012281765230000019, 'surprise': 1.8425782855047146e-07, 'neutral': 1.5517027350142598e-05}"
00-00-44.387,angry,"{'angry': 99.9825210571289, 'disgust': 2.0800786609070866e-16, 'fear': 7.560679023299599e-06, 'happy': 2.8745377189665078e-09, 'sad': 0.0174392219632864, 'surprise': 2.1766904945152987e-10, 'neutral': 3.9707716496195644e-05}"
00-00-44.720,angry,"{'angry': 96.06881713867188, 'disgust': 7.376793403554571e-13, 'fear': 0.004629618022590876, 'happy': 0.0032883803360164165, 'sad': 3.9154624938964844, 'surprise': 2.430581957924005e-09, 'neutral': 0.007795486133545637}"
00-00-45.054,sad,"{'angry': 0.012821676209568977, 'disgust': 3.281786575826118e-07, 'fear': 0.016537966206669807, 'happy': 0.12470927834510803, 'sad': 97.24514770507812, 'surprise': 9.232649608748034e-05, 'neutral': 2.600694179534912}"
00-00-45.388,sad,"{'angry': 0.005213266704231501, 'disgust': 1.4356230093603983e-10, 'fear': 0.06258063018321991, 'happy': 0.005985441617667675, 'sad': 93.80258178710938, 'surprise': 0.00020120978297200054, 'neutral': 6.12343692779541}"
00-00-45.721,sad,"{'angry': 0.26452791690826416, 'disgust': 6.290689213983569e-08, 'fear': 0.014865275472402573, 'happy': 3.369417190551758, 'sad': 92.44984436035156, 'surprise': 0.00013191663310863078, 'neutral': 3.9012184143066406}"
00-00-46.055,angry,"{'angry': 91.80964660644531, 'disgust': 1.074958086013794, 'fear': 6.238021373748779, 'happy': 0.3435490131378174, 'sad': 0.5161663889884949, 'surprise': 0.00485196290537715, 'neutral': 0.012816447764635086}"
00-00-46.389,angry,"{'angry': 78.94650268554688, 'disgust': 0.6330677270889282, 'fear': 18.125415802001953, 'happy': 1.4712451696395874, 'sad': 0.7517452836036682, 'surprise': 0.02563295140862465, 'neutral': 0.046400800347328186}"
00-00-46.723,fear,"{'angry': 42.8285026550293, 'disgust': 0.3498193323612213, 'fear': 54.673091888427734, 'happy': 1.1236205101013184, 'sad': 0.8665227890014648, 'surprise': 0.05359932780265808, 'neutral': 0.10484826564788818}"
00-00-47.056,angry,"{'angry': 84.30335998535156, 'disgust': 0.0008088372414931655, 'fear': 13.723244667053223, 'happy': 0.045880310237407684, 'sad': 1.92288339138031, 'surprise': 9.278025572712068e-06, 'neutral': 0.0038163086865097284}"
00-00-47.390,angry,"{'angry': 75.19757080078125, 'disgust': 0.0003657265333458781, 'fear': 14.74085807800293, 'happy': 0.30112794041633606, 'sad': 9.727477073669434, 'surprise': 0.0005723956855945289, 'neutral': 0.03203422576189041}"
00-00-47.724,angry,"{'angry': 79.10372161865234, 'disgust': 0.0029732428956776857, 'fear': 18.425518035888672, 'happy': 0.0049019744619727135, 'sad': 2.462106704711914, 'surprise': 5.076705633655365e-07, 'neutral': 0.0007876740419305861}"
00-00-48.058,angry,"{'angry': 78.78868103027344, 'disgust': 0.000420019292505458, 'fear': 12.680519104003906, 'happy': 0.0036810387391597033, 'sad': 8.525724411010742, 'surprise': 1.4530907144205685e-08, 'neutral': 0.0009806740563362837}"
00-00-48.391,angry,"{'angry': 93.31375885009766, 'disgust': 3.010985096807417e-07, 'fear': 6.237241268157959, 'happy': 0.0014641687739640474, 'sad': 0.4475368559360504, 'surprise': 1.8009786370565273e-11, 'neutral': 8.733570666663582e-07}"
00-00-48.725,angry,"{'angry': 99.71388244628906, 'disgust': 2.2343836462823674e-05, 'fear': 0.1422172635793686, 'happy': 0.00039505091262981296, 'sad': 0.14082162082195282, 'surprise': 1.2182719729025848e-05, 'neutral': 0.0026536465156823397}"
00-00-49.059,angry,"{'angry': 98.81378936767578, 'disgust': 3.462344466242939e-05, 'fear': 1.1358201503753662, 'happy': 0.005447686649858952, 'sad': 0.04454277083277702, 'surprise': 9.04569333215477e-06, 'neutral': 0.0003566333034541458}"
00-00-49.393,fear,"{'angry': 0.06373956054449081, 'disgust': 1.0390911484137177e-05, 'fear': 93.39024353027344, 'happy': 2.609675645828247, 'sad': 1.6988109350204468, 'surprise': 0.7942769527435303, 'neutral': 1.4432417154312134}"
00-00-49.726,angry,"{'angry': 80.10990905761719, 'disgust': 0.18277566134929657, 'fear': 17.167675018310547, 'happy': 0.7520685195922852, 'sad': 1.651604413986206, 'surprise': 0.06485298275947571, 'neutral': 0.07111618667840958}"
00-00-50.060,angry,"{'angry': 99.79400634765625, 'disgust': 0.01547923032194376, 'fear': 0.10586309432983398, 'happy': 0.0002962019352708012, 'sad': 0.08416428416967392, 'surprise': 0.00012607684766408056, 'neutral': 6.902376480866224e-05}"
00-00-50.394,neutral,"{'angry': 12.745057106018066, 'disgust': 2.52744349893419e-08, 'fear': 0.029497092589735985, 'happy': 0.6235391497612, 'sad': 0.3366840183734894, 'surprise': 0.05097497999668121, 'neutral': 86.21424102783203}"
00-00-50.727,sad,"{'angry': 0.0033849915489554405, 'disgust': 1.4427305927711132e-07, 'fear': 0.016421232372522354, 'happy': 0.05059501528739929, 'sad': 94.69429016113281, 'surprise': 7.730451216048095e-06, 'neutral': 5.2353057861328125}"
00-00-51.061,sad,"{'angry': 0.8436781167984009, 'disgust': 3.572460263967514e-05, 'fear': 0.2342861443758011, 'happy': 0.07599471509456635, 'sad': 93.34437561035156, 'surprise': 0.0001936135085998103, 'neutral': 5.501438617706299}"
00-00-51.395,sad,"{'angry': 11.122211456298828, 'disgust': 0.0008085531299002469, 'fear': 0.38643306493759155, 'happy': 8.990876197814941, 'sad': 74.7533950805664, 'surprise': 0.03141222894191742, 'neutral': 4.714872360229492}"
00-00-51.729,sad,"{'angry': 18.407136917114258, 'disgust': 0.0032238136045634747, 'fear': 1.0394353866577148, 'happy': 14.696575164794922, 'sad': 60.566368103027344, 'surprise': 0.07913923263549805, 'neutral': 5.20812463760376}"
00-00-52.062,angry,"{'angry': 50.986053466796875, 'disgust': 0.05726703628897667, 'fear': 1.5549380779266357, 'happy': 5.931329250335693, 'sad': 35.663917541503906, 'surprise': 0.0494406558573246, 'neutral': 5.757055282592773}"
00-00-52.396,angry,"{'angry': 56.99425506591797, 'disgust': 0.943727970123291, 'fear': 18.832202911376953, 'happy': 4.424384117126465, 'sad': 9.344071388244629, 'surprise': 1.9265999794006348, 'neutral': 7.534761905670166}"
00-00-52.730,angry,"{'angry': 99.67628479003906, 'disgust': 0.00017933004710357636, 'fear': 0.10242024809122086, 'happy': 0.09959688037633896, 'sad': 0.1208801120519638, 'surprise': 2.5067180104088038e-05, 'neutral': 0.0006178368930704892}"
00-00-53.064,sad,"{'angry': 48.11604309082031, 'disgust': 9.09723385120742e-05, 'fear': 1.197881817817688, 'happy': 0.004761782940477133, 'sad': 50.63557434082031, 'surprise': 5.102881550556049e-05, 'neutral': 0.045596443116664886}"
00-00-53.397,angry,"{'angry': 99.71233367919922, 'disgust': 2.082584549256694e-09, 'fear': 0.012836998328566551, 'happy': 0.13982826471328735, 'sad': 0.04442042112350464, 'surprise': 0.09017695486545563, 'neutral': 0.00040264008566737175}"
00-00-53.731,angry,"{'angry': 99.77198028564453, 'disgust': 5.8994719438487664e-05, 'fear': 0.1191553995013237, 'happy': 0.00213617249391973, 'sad': 0.10636305809020996, 'surprise': 5.3077958000358194e-05, 'neutral': 0.0002490998595021665}"
00-00-54.065,angry,"{'angry': 98.61111450195312, 'disgust': 0.27893248200416565, 'fear': 0.5649916529655457, 'happy': 0.06755272299051285, 'sad': 0.3314214050769806, 'surprise': 0.00017388547712471336, 'neutral': 0.1458161175251007}"
00-00-54.399,angry,"{'angry': 90.49484252929688, 'disgust': 0.05666876584291458, 'fear': 8.414278984069824, 'happy': 0.07294163852930069, 'sad': 0.6829065084457397, 'surprise': 0.1580456793308258, 'neutral': 0.12031597644090652}"
00-00-54.732,angry,"{'angry': 88.93289947509766, 'disgust': 0.5816059112548828, 'fear': 7.331750869750977, 'happy': 0.21809601783752441, 'sad': 2.8454480171203613, 'surprise': 0.013819443993270397, 'neutral': 0.07637876272201538}"
00-00-55.066,angry,"{'angry': 98.1617431640625, 'disgust': 0.1725146323442459, 'fear': 1.5547795295715332, 'happy': 0.002920029452070594, 'sad': 0.10593047738075256, 'surprise': 0.0017288710223510861, 'neutral': 0.00038855825550854206}"
00-00-55.400,angry,"{'angry': 99.44027709960938, 'disgust': 0.0039021000266075134, 'fear': 0.5112612247467041, 'happy': 0.00876490119844675, 'sad': 0.0357370525598526, 'surprise': 1.6216328731388785e-05, 'neutral': 2.8272361305425875e-05}"
00-00-55.733,angry,"{'angry': 99.2212142944336, 'disgust': 0.0009447257034480572, 'fear': 0.36617863178253174, 'happy': 0.01115680392831564, 'sad': 0.38785335421562195, 'surprise': 4.778484071721323e-05, 'neutral': 0.01260196603834629}"
00-00-56.067,angry,"{'angry': 99.66421508789062, 'disgust': 1.476998659200035e-05, 'fear': 0.13442888855934143, 'happy': 0.19020184874534607, 'sad': 0.009434252977371216, 'surprise': 2.1382753402576782e-05, 'neutral': 0.0016908394172787666}"
00-00-56.401,sad,"{'angry': 0.036799538880586624, 'disgust': 1.0750856915819895e-07, 'fear': 0.06303063780069351, 'happy': 0.07089050114154816, 'sad': 93.28691101074219, 'surprise': 1.7414555259165354e-05, 'neutral': 6.542348861694336}"
00-00-56.735,neutral,"{'angry': 0.3820229470729828, 'disgust': 1.198663142076839e-07, 'fear': 1.1201171875, 'happy': 19.77545928955078, 'sad': 1.0218697786331177, 'surprise': 0.4047063887119293, 'neutral': 77.29582977294922}"
00-00-57.068,neutral,"{'angry': 0.1479414850473404, 'disgust': 1.4453970607064548e-06, 'fear': 3.559781312942505, 'happy': 0.514203667640686, 'sad': 7.499939441680908, 'surprise': 0.7812409996986389, 'neutral': 87.49688720703125}"
00-00-57.402,fear,"{'angry': 0.3936525285243988, 'disgust': 0.00010772539098979905, 'fear': 55.187767028808594, 'happy': 1.6041550636291504, 'sad': 3.51336407661438, 'surprise': 3.27577805519104, 'neutral': 36.02517318725586}"
00-00-57.736,angry,"{'angry': 54.439430236816406, 'disgust': 1.1958720684051514, 'fear': 19.982742309570312, 'happy': 7.665915489196777, 'sad': 16.242008209228516, 'surprise': 0.20269925892353058, 'neutral': 0.2713337242603302}"
00-00-58.070,happy,"{'angry': 4.364138126373291, 'disgust': 0.7897483706474304, 'fear': 27.33225440979004, 'happy': 61.45958709716797, 'sad': 5.666479587554932, 'surprise': 0.16305123269557953, 'neutral': 0.22473369538784027}"
00-00-58.403,fear,"{'angry': 4.365258693695068, 'disgust': 3.9786596298217773, 'fear': 44.653560638427734, 'happy': 43.56025695800781, 'sad': 2.66694974899292, 'surprise': 0.615139901638031, 'neutral': 0.16017550230026245}"
00-00-58.737,fear,"{'angry': 5.931295394897461, 'disgust': 0.8714109659194946, 'fear': 79.04304504394531, 'happy': 12.03807258605957, 'sad': 1.4666802883148193, 'surprise': 0.6076042056083679, 'neutral': 0.04189451411366463}"
00-00-59.071,fear,"{'angry': 3.142131805419922, 'disgust': 1.1717088222503662, 'fear': 82.60343933105469, 'happy': 9.073870658874512, 'sad': 3.431436777114868, 'surprise': 0.41693389415740967, 'neutral': 0.16047872602939606}"
00-00-59.405,fear,"{'angry': 3.7384464740753174, 'disgust': 2.291016971867066e-05, 'fear': 88.6213607788086, 'happy': 0.12396863102912903, 'sad': 5.312638282775879, 'surprise': 0.1187775507569313, 'neutral': 2.0847842693328857}"
00-00-59.738,happy,"{'angry': 45.363651275634766, 'disgust': 2.0957154234224618e-08, 'fear': 0.11386451870203018, 'happy': 46.806671142578125, 'sad': 7.714485168457031, 'surprise': 1.0006449890909153e-08, 'neutral': 0.0013232678174972534}"
00-01-00.072,angry,"{'angry': 94.70686340332031, 'disgust': 1.57962609659279e-09, 'fear': 0.2712699770927429, 'happy': 0.01150980219244957, 'sad': 4.993769645690918, 'surprise': 3.12075508190901e-06, 'neutral': 0.016581228002905846}"
00-01-00.406,fear,"{'angry': 3.612715721130371, 'disgust': 0.13635827600955963, 'fear': 38.24829864501953, 'happy': 0.02188691683113575, 'sad': 37.51639938354492, 'surprise': 7.785897731781006, 'neutral': 12.678443908691406}"
00-01-00.740,sad,"{'angry': 22.514968872070312, 'disgust': 1.456379905562244e-09, 'fear': 0.04859406501054764, 'happy': 0.1454375982284546, 'sad': 77.2804946899414, 'surprise': 8.090165692919982e-08, 'neutral': 0.010509663261473179}"
00-01-01.073,happy,"{'angry': 0.00024597469018772244, 'disgust': 2.497699279047083e-05, 'fear': 0.005848458968102932, 'happy': 99.98328399658203, 'sad': 0.010565224103629589, 'surprise': 6.287654424896871e-12, 'neutral': 2.4591050532762893e-05}"
00-01-01.407,happy,"{'angry': 0.001326418132521212, 'disgust': 0.0024639407638460398, 'fear': 6.323678016662598, 'happy': 93.22685241699219, 'sad': 0.26229116320610046, 'surprise': 0.007686144672334194, 'neutral': 0.17570042610168457}"
00-01-02.074,angry,"{'angry': 58.168888092041016, 'disgust': 2.146729229934863e-06, 'fear': 0.049301765859127045, 'happy': 21.796205520629883, 'sad': 14.8466796875, 'surprise': 3.163172004860826e-05, 'neutral': 5.1388936042785645}"
00-01-02.408,neutral,"{'angry': 0.6156253814697266, 'disgust': 0.0010809646919369698, 'fear': 0.347455233335495, 'happy': 1.812187671661377, 'sad': 8.638157844543457, 'surprise': 0.0009344021091237664, 'neutral': 88.58456420898438}"
00-01-02.742,sad,"{'angry': 1.7804099321365356, 'disgust': 0.05593681335449219, 'fear': 12.071593284606934, 'happy': 0.005371968727558851, 'sad': 85.89468383789062, 'surprise': 5.168133429833688e-05, 'neutral': 0.19194959104061127}"
00-01-03.076,sad,"{'angry': 34.34711456298828, 'disgust': 0.13020463287830353, 'fear': 8.574688911437988, 'happy': 5.489254951477051, 'sad': 41.00788879394531, 'surprise': 1.0139968935618526e-06, 'neutral': 10.450849533081055}"
00-01-03.409,sad,"{'angry': 0.13846877217292786, 'disgust': 5.713487098546466e-06, 'fear': 5.262609004974365, 'happy': 0.06168698891997337, 'sad': 92.4654312133789, 'surprise': 7.3509731635112985e-09, 'neutral': 2.0718016624450684}"
00-01-03.743,neutral,"{'angry': 5.5258053180295974e-05, 'disgust': 3.139695436971124e-08, 'fear': 0.011384744197130203, 'happy': 0.02056703343987465, 'sad': 0.14102905988693237, 'surprise': 6.583838967344491e-07, 'neutral': 99.82696533203125}"
00-01-04.077,fear,"{'angry': 0.7442556619644165, 'disgust': 5.160184457508876e-08, 'fear': 98.19623565673828, 'happy': 0.22131548821926117, 'sad': 0.8355364203453064, 'surprise': 1.745608460623771e-05, 'neutral': 0.002631938783451915}"
00-01-04.411,sad,"{'angry': 0.000528588832821697, 'disgust': 1.3766244810753392e-09, 'fear': 0.0905616357922554, 'happy': 7.393363921437413e-05, 'sad': 99.9045639038086, 'surprise': 5.272633440966956e-09, 'neutral': 0.004271200858056545}"
00-01-04.744,sad,"{'angry': 0.004678091965615749, 'disgust': 8.442443686362822e-07, 'fear': 2.377413272857666, 'happy': 0.00016398525622207671, 'sad': 97.5716323852539, 'surprise': 1.0681856110750232e-07, 'neutral': 0.04610568657517433}"
00-01-05.078,fear,"{'angry': 0.8069852590560913, 'disgust': 2.3794577828084584e-06, 'fear': 99.07108306884766, 'happy': 0.11542712897062302, 'sad': 0.0002461575495544821, 'surprise': 0.006264921743422747, 'neutral': 4.482115855353186e-06}"
00-01-05.412,fear,"{'angry': 0.8398669958114624, 'disgust': 0.07170886546373367, 'fear': 79.80081939697266, 'happy': 0.14019650220870972, 'sad': 15.139593124389648, 'surprise': 0.001633293111808598, 'neutral': 4.0061845779418945}"
00-01-05.746,fear,"{'angry': 46.11966323852539, 'disgust': 7.806910118368648e-10, 'fear': 53.75859069824219, 'happy': 0.11852740496397018, 'sad': 0.0032183171715587378, 'surprise': 7.475903629483582e-08, 'neutral': 3.2293357321577787e-07}"
00-01-06.079,sad,"{'angry': 4.793424129486084, 'disgust': 0.026725370436906815, 'fear': 6.400963306427002, 'happy': 0.04465277120471001, 'sad': 82.7738037109375, 'surprise': 0.00048530512140132487, 'neutral': 5.95994758605957}"
00-01-06.413,sad,"{'angry': 0.2765038013458252, 'disgust': 1.1206601811863948e-05, 'fear': 1.8419849872589111, 'happy': 0.009770186617970467, 'sad': 97.8601303100586, 'surprise': 3.3454227832407923e-08, 'neutral': 0.011606723070144653}"
00-01-06.747,happy,"{'angry': 0.0011480598477646708, 'disgust': 6.493417568624991e-20, 'fear': 2.2640537622464763e-07, 'happy': 99.99885559082031, 'sad': 2.977707524998152e-10, 'surprise': 2.2008086020264273e-08, 'neutral': 5.98643850935332e-07}"
00-01-07.080,happy,"{'angry': 0.0005384265095926821, 'disgust': 0.00030216408777050674, 'fear': 0.376608282327652, 'happy': 47.24452209472656, 'sad': 5.2446699142456055, 'surprise': 0.0035355701111257076, 'neutral': 47.12982177734375}"
00-01-07.414,sad,"{'angry': 7.001777648925781, 'disgust': 1.35454508720656e-10, 'fear': 9.1129732131958, 'happy': 3.823502403577095e-09, 'sad': 82.97735595703125, 'surprise': 2.3163420337368734e-07, 'neutral': 0.9078978300094604}"
00-01-07.748,sad,"{'angry': 2.221222162246704, 'disgust': 4.1317161958431825e-05, 'fear': 0.6369335055351257, 'happy': 1.3981683254241943, 'sad': 94.24793243408203, 'surprise': 0.002823218237608671, 'neutral': 1.4928758144378662}"
00-01-08.082,sad,"{'angry': 17.83993148803711, 'disgust': 6.169813423184678e-05, 'fear': 0.0604805052280426, 'happy': 0.032218437641859055, 'sad': 81.93085479736328, 'surprise': 1.4643994745711097e-06, 'neutral': 0.13644687831401825}"
00-01-08.415,angry,"{'angry': 50.846466064453125, 'disgust': 0.0008787394617684186, 'fear': 0.09010198712348938, 'happy': 0.06663693487644196, 'sad': 48.961158752441406, 'surprise': 9.525382665742654e-06, 'neutral': 0.034735191613435745}"
00-01-08.749,sad,"{'angry': 49.24891662597656, 'disgust': 0.001595310983248055, 'fear': 0.5617702007293701, 'happy': 0.0983768105506897, 'sad': 50.0343017578125, 'surprise': 0.0004357661819085479, 'neutral': 0.05460355803370476}"
00-01-09.083,angry,"{'angry': 94.61481475830078, 'disgust': 0.0028304345905780792, 'fear': 0.13136522471904755, 'happy': 0.03750687465071678, 'sad': 5.212305068969727, 'surprise': 2.1417730749817565e-05, 'neutral': 0.0011530333431437612}"
00-01-09.417,sad,"{'angry': 25.394439697265625, 'disgust': 0.033718496561050415, 'fear': 1.4784029722213745, 'happy': 0.20300596952438354, 'sad': 72.87562561035156, 'surprise': 0.00011580766295082867, 'neutral': 0.014696702361106873}"
00-01-09.750,sad,"{'angry': 19.91870880126953, 'disgust': 8.162667654687539e-06, 'fear': 9.652103424072266, 'happy': 1.3654718399047852, 'sad': 69.0629653930664, 'surprise': 0.0007195633952505887, 'neutral': 2.6045760023407638e-05}"
00-01-10.084,angry,"{'angry': 99.74950408935547, 'disgust': 0.2476101666688919, 'fear': 0.002841743640601635, 'happy': 2.2039717606503473e-08, 'sad': 2.937348654086236e-05, 'surprise': 8.141973012243398e-06, 'neutral': 2.082931604974192e-09}"
00-01-10.418,angry,"{'angry': 99.9753189086914, 'disgust': 3.782335625146516e-05, 'fear': 0.021342754364013672, 'happy': 7.309175202863116e-07, 'sad': 0.003288551699370146, 'surprise': 9.290261004935019e-06, 'neutral': 5.674983640346909e-06}"
00-01-10.752,fear,"{'angry': 35.35231018066406, 'disgust': 3.1432011837750906e-06, 'fear': 58.135520935058594, 'happy': 0.027578087523579597, 'sad': 6.483768939971924, 'surprise': 4.8219058953691274e-05, 'neutral': 0.0007769518415443599}"
00-01-11.085,angry,"{'angry': 98.21051788330078, 'disgust': 1.7339218061351858e-07, 'fear': 0.8114265203475952, 'happy': 4.7495575472567e-07, 'sad': 0.9591484069824219, 'surprise': 0.0006159536424092948, 'neutral': 0.018295511603355408}"
00-01-11.419,angry,"{'angry': 99.9837646484375, 'disgust': 4.555676391682084e-10, 'fear': 0.0038582407869398594, 'happy': 9.159209730569273e-05, 'sad': 0.012290800921618938, 'surprise': 9.001294060762832e-17, 'neutral': 3.503188183984207e-09}"
00-01-11.753,angry,"{'angry': 99.97566986083984, 'disgust': 6.908777550052037e-07, 'fear': 0.001330651342868805, 'happy': 0.0001248804765054956, 'sad': 0.02284429594874382, 'surprise': 5.4800807988697464e-12, 'neutral': 3.050338455068413e-05}"
00-01-12.086,angry,"{'angry': 99.9653091430664, 'disgust': 1.6265009890048532e-06, 'fear': 0.027369247749447823, 'happy': 0.002216358669102192, 'sad': 0.005082117859274149, 'surprise': 3.5389580155253952e-09, 'neutral': 1.9864750356646255e-05}"
00-01-12.420,angry,"{'angry': 99.82624053955078, 'disgust': 1.9241043958118098e-07, 'fear': 0.15975959599018097, 'happy': 0.003685744944959879, 'sad': 0.010308378376066685, 'surprise': 1.8903574885986707e-11, 'neutral': 1.063847685145447e-05}"
00-01-12.754,angry,"{'angry': 99.98490142822266, 'disgust': 2.1500162761256547e-10, 'fear': 0.014187682420015335, 'happy': 7.854333671275526e-05, 'sad': 0.0008406898123212159, 'surprise': 2.628559804714048e-13, 'neutral': 3.9821156150310344e-08}"
00-01-13.088,angry,"{'angry': 93.96925354003906, 'disgust': 8.513188731740229e-06, 'fear': 1.4788966178894043, 'happy': 4.094061374664307, 'sad': 0.36319491267204285, 'surprise': 0.051409173756837845, 'neutral': 0.04318361356854439}"
00-01-13.421,sad,"{'angry': 0.041009046137332916, 'disgust': 1.4131881442835947e-08, 'fear': 0.4684820771217346, 'happy': 0.0004784413322340697, 'sad': 99.11053466796875, 'surprise': 0.00023985057487152517, 'neutral': 0.37925398349761963}"
00-01-13.755,sad,"{'angry': 1.7080327272415161, 'disgust': 4.5047738694847794e-07, 'fear': 0.12236031144857407, 'happy': 0.06939557939767838, 'sad': 86.13849639892578, 'surprise': 0.0015347491716966033, 'neutral': 11.960175514221191}"
00-01-14.089,neutral,"{'angry': 10.149447441101074, 'disgust': 0.0006686801207251847, 'fear': 33.69834518432617, 'happy': 0.47832047939300537, 'sad': 18.071691513061523, 'surprise': 1.4889222383499146, 'neutral': 36.112606048583984}"
00-01-14.423,sad,"{'angry': 25.48956298828125, 'disgust': 0.0026431630831211805, 'fear': 5.467879295349121, 'happy': 2.3560948371887207, 'sad': 64.94864654541016, 'surprise': 0.020147772505879402, 'neutral': 1.7150301933288574}"
00-01-14.756,angry,"{'angry': 95.56255340576172, 'disgust': 3.846817435260164e-06, 'fear': 0.1833096444606781, 'happy': 0.31051817536354065, 'sad': 3.9435670375823975, 'surprise': 4.837030473936466e-07, 'neutral': 4.770734449266456e-05}"
